Jensen et al. Temporal disease trajectories condensed from population-wide registry data covering 6.2 million patients,,,,,,,,,,,,,,,,
Supplementary Data 2 | Trajectory counting,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,Median age at ,,,,,Count,time 1->2,,,Count,time ->3,,,Count,time ->4
None,H81_I64_J18_J15,72.1,H81,Disorders of vestibular function,I64,"Stroke, not specified as haemorrhage or infarction",3377,37.06,J18,"Pneumonia, organism unspecified",491,66.06,J15,"Bacterial pneumonia, not elsewhere classified",45,88.32
None,H81_I64_J18_J96,72.1,H81,Disorders of vestibular function,I64,"Stroke, not specified as haemorrhage or infarction",3377,37.06,J18,"Pneumonia, organism unspecified",491,66.06,J96,"Respiratory failure, not elsewhere classified",39,81.54
None,I10_D50_C18_C78,72.36,I10,Essential (primary) hypertension,D50,Iron deficiency anaemia,7467,38.38,C18,Malignant neoplasm of colon,426,45.16,C78,Secondary malignant neoplasm of respiratory and digestive organs,60,53.28
None,I10_D50_N18_A41,72.36,I10,Essential (primary) hypertension,D50,Iron deficiency anaemia,7467,38.38,N18,Chronic renal failure,495,57.82,A41,Other septicaemia,53,68.17
None,I10_E16_N18_A41,65.7,I10,Essential (primary) hypertension,E16,Other disorders of pancreatic internal secretion,5349,42.6,N18,Chronic renal failure,456,68.27,A41,Other septicaemia,70,88.07
None,I10_I11_N18_A41,68.89,I10,Essential (primary) hypertension,I11,Hypertensive heart disease,8940,31.51,N18,Chronic renal failure,570,58.11,A41,Other septicaemia,59,74.94
None,I10_I65_I69_A41,66.12,I10,Essential (primary) hypertension,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",5583,28.34,I69,Sequelae of cerebrovascular disease,1138,51.38,A41,Other septicaemia,64,85.06
None,I10_I65_I69_E86,66.12,I10,Essential (primary) hypertension,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",5583,28.34,I69,Sequelae of cerebrovascular disease,1138,51.38,E86,Volume depletion,103,76.65
None,I10_I73_N18_A41,67.48,I10,Essential (primary) hypertension,I73,Other peripheral vascular diseases,13595,44.34,N18,Chronic renal failure,774,71,A41,Other septicaemia,95,82.76
None,I10_I73_N18_K65,67.48,I10,Essential (primary) hypertension,I73,Other peripheral vascular diseases,13595,44.34,N18,Chronic renal failure,774,71,K65,Peritonitis,26,88.51
None,I10_N18_L98_A41,67.75,I10,Essential (primary) hypertension,N18,Chronic renal failure,16349,40.99,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",539,72.85,A41,Other septicaemia,64,88.33
None,I10_N30_L98_A41,74.23,I10,Essential (primary) hypertension,N30,Cystitis,35071,35.54,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",660,65.47,A41,Other septicaemia,48,91.23
None,I20_E10_D50_N18,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,D50,Iron deficiency anaemia,284,83.51,N18,Chronic renal failure,33,108.92
None,I20_E10_D64_A41,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,D64,Other anaemias,969,78.34,A41,Other septicaemia,79,100.75
None,I20_E10_D64_D63,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,D64,Other anaemias,969,78.34,D63,Anaemia in chronic diseases classified elsewhere,59,92.28
None,I20_E10_E14_A41,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,A41,Other septicaemia,112,107.45
None,I20_E10_E14_A49,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,A49,Bacterial infection of unspecified site,32,123.37
None,I20_E10_E14_D64,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,D64,Other anaemias,107,109.16
None,I20_E10_E14_E86,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,E86,Volume depletion,97,106.5
None,I20_E10_E14_E87,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,E87,"Other disorders of fluid, electrolyte and acid-base balance",66,111.9
None,I20_E10_E14_F03,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,F03,Unspecified dementia,33,99.48
None,I20_E10_E14_I46,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,I46,Cardiac arrest,45,107.74
None,I20_E10_E14_J15,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,J15,"Bacterial pneumonia, not elsewhere classified",72,108.16
None,I20_E10_E14_J96,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,J96,"Respiratory failure, not elsewhere classified",86,101.31
None,I20_E10_E14_L89,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,L89,Decubitus ulcer,47,113.83
None,I20_E10_E14_N17,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,N17,Acute renal failure,43,97.57
None,I20_E10_E14_N18,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,N18,Chronic renal failure,116,107.36
None,I20_E10_E14_N19,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,N19,Unspecified renal failure,80,104.26
None,I20_E10_E14_N39,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E14,Unspecified diabetes mellitus,1379,77.88,N39,Other disorders of urinary system,106,108.83
None,I20_E10_E16_A41,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E16,Other disorders of pancreatic internal secretion,795,80.39,A41,Other septicaemia,61,107.27
None,I20_E10_E16_E86,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E16,Other disorders of pancreatic internal secretion,795,80.39,E86,Volume depletion,85,104.95
None,I20_E10_E16_F03,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E16,Other disorders of pancreatic internal secretion,795,80.39,F03,Unspecified dementia,34,98.86
None,I20_E10_E16_J15,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E16,Other disorders of pancreatic internal secretion,795,80.39,J15,"Bacterial pneumonia, not elsewhere classified",37,105.91
None,I20_E10_E16_N18,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E16,Other disorders of pancreatic internal secretion,795,80.39,N18,Chronic renal failure,71,108.66
None,I20_E10_E16_N19,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,E16,Other disorders of pancreatic internal secretion,795,80.39,N19,Unspecified renal failure,43,106.8
None,I20_E10_H25_E16,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H25,Senile cataract,1166,86.77,E16,Other disorders of pancreatic internal secretion,85,119.78
None,I20_E10_H25_H26,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H25,Senile cataract,1166,86.77,H26,Other cataract,163,104.04
None,I20_E10_H35_E16,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H35,Other retinal disorders,444,85.81,E16,Other disorders of pancreatic internal secretion,36,106.08
None,I20_E10_H36_A41,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,A41,Other septicaemia,65,122.24
None,I20_E10_H36_D64,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,D64,Other anaemias,78,120.64
None,I20_E10_H36_E78,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,E78,Disorders of lipoprotein metabolism and other lipidaemias,126,119.15
None,I20_E10_H36_E86,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,E86,Volume depletion,54,127.91
None,I20_E10_H36_E87,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,E87,"Other disorders of fluid, electrolyte and acid-base balance",39,120.65
None,I20_E10_H36_H26,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,H26,Other cataract,87,110.18
None,I20_E10_H36_H43,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,H43,Disorders of vitreous body,64,102.41
None,I20_E10_H36_I50,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,I50,Heart failure,107,120.55
None,I20_E10_H36_I63,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,I63,Cerebral infarction,51,120.55
None,I20_E10_H36_I69,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,I69,Sequelae of cerebrovascular disease,70,121.52
None,I20_E10_H36_I70,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,I70,Atherosclerosis,92,122.94
None,I20_E10_H36_I73,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,I73,Other peripheral vascular diseases,75,125.11
None,I20_E10_H36_J18,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,J18,"Pneumonia, organism unspecified",102,117.78
None,I20_E10_H36_L97,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,L97,"Ulcer of lower limb, not elsewhere classified",59,125.69
None,I20_E10_H36_L98,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",41,122.41
None,I20_E10_H36_N18,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,N18,Chronic renal failure,87,123.4
None,I20_E10_H36_N19,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,N19,Unspecified renal failure,46,116.75
None,I20_E10_H36_N30,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,N30,Cystitis,79,122.42
None,I20_E10_H36_N39,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,H36,Retinal disorders in diseases classified elsewhere,1084,84.27,N39,Other disorders of urinary system,65,122.99
None,I20_E10_I69_A41,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,I69,Sequelae of cerebrovascular disease,830,77.56,A41,Other septicaemia,68,106.01
None,I20_E10_I69_E86,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,I69,Sequelae of cerebrovascular disease,830,77.56,E86,Volume depletion,100,102.5
None,I20_E10_I69_J15,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,I69,Sequelae of cerebrovascular disease,830,77.56,J15,"Bacterial pneumonia, not elsewhere classified",45,103.11
None,I20_E10_I73_D64,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,I73,Other peripheral vascular diseases,799,83.7,D64,Other anaemias,77,110.99
None,I20_E10_I73_L98,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,I73,Other peripheral vascular diseases,799,83.7,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",46,103.13
None,I20_E10_I73_N18,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,I73,Other peripheral vascular diseases,799,83.7,N18,Chronic renal failure,84,104.59
None,I20_E10_J18_A49,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,J18,"Pneumonia, organism unspecified",1607,75.64,A49,Bacterial infection of unspecified site,25,103.82
None,I20_E10_J18_I46,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,J18,"Pneumonia, organism unspecified",1607,75.64,I46,Cardiac arrest,56,98.14
None,I20_E10_J18_J15,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,J18,"Pneumonia, organism unspecified",1607,75.64,J15,"Bacterial pneumonia, not elsewhere classified",160,95.09
None,I20_E10_J18_J96,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,J18,"Pneumonia, organism unspecified",1607,75.64,J96,"Respiratory failure, not elsewhere classified",189,91.54
None,I20_E10_K59_A41,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,K59,Other functional intestinal disorders,691,81.75,A41,Other septicaemia,59,107.16
None,I20_E10_L97_A41,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,L97,"Ulcer of lower limb, not elsewhere classified",562,84.51,A41,Other septicaemia,61,104.43
None,I20_E10_L97_E86,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,L97,"Ulcer of lower limb, not elsewhere classified",562,84.51,E86,Volume depletion,51,110.67
None,I20_E10_L98_A41,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",350,86.07,A41,Other septicaemia,38,103.56
None,I20_E10_N18_A41,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,N18,Chronic renal failure,839,82.12,A41,Other septicaemia,114,100.61
None,I20_E10_N18_A49,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,N18,Chronic renal failure,839,82.12,A49,Bacterial infection of unspecified site,22,103.52
None,I20_E10_N18_I46,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,N18,Chronic renal failure,839,82.12,I46,Cardiac arrest,38,94.61
None,I20_E10_N18_K65,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,N18,Chronic renal failure,839,82.12,K65,Peritonitis,22,108.45
None,I20_E10_N18_L98,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,N18,Chronic renal failure,839,82.12,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",31,105.48
None,I20_E10_N19_L98,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,N19,Unspecified renal failure,528,78,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",29,104.95
None,I20_E10_N30_A41,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,N30,Cystitis,1000,80.15,A41,Other septicaemia,104,99.47
None,I20_E10_N30_J15,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,N30,Cystitis,1000,80.15,J15,"Bacterial pneumonia, not elsewhere classified",58,98.17
None,I20_E10_N30_L98,63.71,I20,Angina pectoris,E10,Insulin-dependent diabetes mellitus,11530,45.17,N30,Cystitis,1000,80.15,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",29,113.37
None,I20_E14_N18_A41,63.75,I20,Angina pectoris,E14,Unspecified diabetes mellitus,6056,50.14,N18,Chronic renal failure,425,82.6,A41,Other septicaemia,61,99.92
None,I20_E14_N18_L98,63.75,I20,Angina pectoris,E14,Unspecified diabetes mellitus,6056,50.14,N18,Chronic renal failure,425,82.6,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",31,111.68
None,I20_E66_E14_A41,58.66,I20,Angina pectoris,E66,Obesity,11154,37.48,E14,Unspecified diabetes mellitus,682,77.67,A41,Other septicaemia,60,103.29
None,I20_E66_E14_D64,58.66,I20,Angina pectoris,E66,Obesity,11154,37.48,E14,Unspecified diabetes mellitus,682,77.67,D64,Other anaemias,48,105.07
None,I20_E66_E14_J96,58.66,I20,Angina pectoris,E66,Obesity,11154,37.48,E14,Unspecified diabetes mellitus,682,77.67,J96,"Respiratory failure, not elsewhere classified",47,96.81
None,I20_E66_E14_N18,58.66,I20,Angina pectoris,E66,Obesity,11154,37.48,E14,Unspecified diabetes mellitus,682,77.67,N18,Chronic renal failure,49,99.34
None,I20_E66_E14_N39,58.66,I20,Angina pectoris,E66,Obesity,11154,37.48,E14,Unspecified diabetes mellitus,682,77.67,N39,Other disorders of urinary system,56,103.76
None,I20_E66_I69_E86,58.66,I20,Angina pectoris,E66,Obesity,11154,37.48,I69,Sequelae of cerebrovascular disease,547,77.73,E86,Volume depletion,55,105.06
None,I20_E66_N18_A41,58.66,I20,Angina pectoris,E66,Obesity,11154,37.48,N18,Chronic renal failure,430,85.42,A41,Other septicaemia,62,104.09
None,I20_E78_I71_J96,62.4,I20,Angina pectoris,E78,Disorders of lipoprotein metabolism and other lipidaemias,62973,22.72,I71,Aortic aneurysm and dissection,1293,71.45,J96,"Respiratory failure, not elsewhere classified",73,93.4
None,I20_E78_I71_K43,62.4,I20,Angina pectoris,E78,Disorders of lipoprotein metabolism and other lipidaemias,62973,22.72,I71,Aortic aneurysm and dissection,1293,71.45,K43,Ventral hernia,63,96.66
None,I20_E78_I71_N18,62.4,I20,Angina pectoris,E78,Disorders of lipoprotein metabolism and other lipidaemias,62973,22.72,I71,Aortic aneurysm and dissection,1293,71.45,N18,Chronic renal failure,79,94.73
None,I20_E78_I71_N19,62.4,I20,Angina pectoris,E78,Disorders of lipoprotein metabolism and other lipidaemias,62973,22.72,I71,Aortic aneurysm and dissection,1293,71.45,N19,Unspecified renal failure,55,93.04
None,I20_G45_G40_J18,67.1,I20,Angina pectoris,G45,Transient cerebral ischaemic attacks and related syndromes,8568,49.35,G40,Epilepsy,383,74.36,J18,"Pneumonia, organism unspecified",55,100.72
None,I20_G45_G40_N30,67.1,I20,Angina pectoris,G45,Transient cerebral ischaemic attacks and related syndromes,8568,49.35,G40,Epilepsy,383,74.36,N30,Cystitis,42,106.5
None,I20_G45_I63_G40,67.1,I20,Angina pectoris,G45,Transient cerebral ischaemic attacks and related syndromes,8568,49.35,I63,Cerebral infarction,1133,70.74,G40,Epilepsy,74,90.46
None,I20_G45_I63_I69,67.1,I20,Angina pectoris,G45,Transient cerebral ischaemic attacks and related syndromes,8568,49.35,I63,Cerebral infarction,1133,70.74,I69,Sequelae of cerebrovascular disease,355,87.67
None,I20_G45_I63_N39,67.1,I20,Angina pectoris,G45,Transient cerebral ischaemic attacks and related syndromes,8568,49.35,I63,Cerebral infarction,1133,70.74,N39,Other disorders of urinary system,81,98.25
None,I20_G45_I65_I69,67.1,I20,Angina pectoris,G45,Transient cerebral ischaemic attacks and related syndromes,8568,49.35,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",884,56.49,I69,Sequelae of cerebrovascular disease,150,86.05
None,I20_G45_I65_I73,67.1,I20,Angina pectoris,G45,Transient cerebral ischaemic attacks and related syndromes,8568,49.35,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",884,56.49,I73,Other peripheral vascular diseases,73,96.14
None,I20_G45_I69_A41,67.1,I20,Angina pectoris,G45,Transient cerebral ischaemic attacks and related syndromes,8568,49.35,I69,Sequelae of cerebrovascular disease,1571,74.32,A41,Other septicaemia,80,107.53
None,I20_G45_I69_E86,67.1,I20,Angina pectoris,G45,Transient cerebral ischaemic attacks and related syndromes,8568,49.35,I69,Sequelae of cerebrovascular disease,1571,74.32,E86,Volume depletion,169,106.7
None,I20_G45_I69_J15,67.1,I20,Angina pectoris,G45,Transient cerebral ischaemic attacks and related syndromes,8568,49.35,I69,Sequelae of cerebrovascular disease,1571,74.32,J15,"Bacterial pneumonia, not elsewhere classified",76,103.21
None,I20_H36_N18_A41,61.67,I20,Angina pectoris,H36,Retinal disorders in diseases classified elsewhere,3400,56.21,N18,Chronic renal failure,238,96.7,A41,Other septicaemia,42,114.12
None,I20_H81_I64_I69,67.33,I20,Angina pectoris,H81,Disorders of vestibular function,4234,46.03,I64,"Stroke, not specified as haemorrhage or infarction",348,79.44,I69,Sequelae of cerebrovascular disease,90,96.45
None,I20_H81_I64_J18,67.33,I20,Angina pectoris,H81,Disorders of vestibular function,4234,46.03,I64,"Stroke, not specified as haemorrhage or infarction",348,79.44,J18,"Pneumonia, organism unspecified",52,106.53
None,I20_H81_I64_N30,67.33,I20,Angina pectoris,H81,Disorders of vestibular function,4234,46.03,I64,"Stroke, not specified as haemorrhage or infarction",348,79.44,N30,Cystitis,41,108.67
None,I20_H81_I69_E86,67.33,I20,Angina pectoris,H81,Disorders of vestibular function,4234,46.03,I69,Sequelae of cerebrovascular disease,403,77.13,E86,Volume depletion,41,106.74
None,I20_I11_N18_A41,68.04,I20,Angina pectoris,I11,Hypertensive heart disease,4994,43.98,N18,Chronic renal failure,307,68.65,A41,Other septicaemia,30,84.48
None,I20_I25_A09_A04,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,A09,Diarrhoea and gastroenteritis of presumed infectious origin,2495,64.45,A04,Other bacterial intestinal infections,87,75.12
None,I20_I25_A09_F03,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,A09,Diarrhoea and gastroenteritis of presumed infectious origin,2495,64.45,F03,Unspecified dementia,117,93.56
None,I20_I25_A09_K59,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,A09,Diarrhoea and gastroenteritis of presumed infectious origin,2495,64.45,K59,Other functional intestinal disorders,215,88.27
None,I20_I25_A09_N39,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,A09,Diarrhoea and gastroenteritis of presumed infectious origin,2495,64.45,N39,Other disorders of urinary system,245,91.48
None,I20_I25_A46_A41,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,A46,Erysipelas,2125,65.29,A41,Other septicaemia,170,87.18
None,I20_I25_A46_E86,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,A46,Erysipelas,2125,65.29,E86,Volume depletion,175,94.4
None,I20_I25_A46_F03,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,A46,Erysipelas,2125,65.29,F03,Unspecified dementia,62,91.34
None,I20_I25_A46_J96,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,A46,Erysipelas,2125,65.29,J96,"Respiratory failure, not elsewhere classified",120,97.73
None,I20_I25_A46_L97,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,A46,Erysipelas,2125,65.29,L97,"Ulcer of lower limb, not elsewhere classified",167,83.18
None,I20_I25_A46_L98,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,A46,Erysipelas,2125,65.29,L98,"Other disorders of skin and subcutaneous tissue, not elsewhere classified",115,83.62
None,I20_I25_A46_N18,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,A46,Erysipelas,2125,65.29,N18,Chronic renal failure,119,91.04
None,I20_I25_D50_A41,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,D50,Iron deficiency anaemia,2179,60.91,A41,Other septicaemia,141,85.98
None,I20_I25_D50_C18,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,D50,Iron deficiency anaemia,2179,60.91,C18,Malignant neoplasm of colon,119,67.38
None,I20_I25_D50_D63,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,D50,Iron deficiency anaemia,2179,60.91,D63,Anaemia in chronic diseases classified elsewhere,93,80.11
None,I20_I25_D50_E86,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,D50,Iron deficiency anaemia,2179,60.91,E86,Volume depletion,202,89.13
None,I20_I25_D50_N18,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,D50,Iron deficiency anaemia,2179,60.91,N18,Chronic renal failure,161,85.4
None,I20_I25_D50_N19,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,D50,Iron deficiency anaemia,2179,60.91,N19,Unspecified renal failure,85,85.73
None,I20_I25_E14_A41,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E14,Unspecified diabetes mellitus,3011,61.71,A41,Other septicaemia,229,87.5
None,I20_I25_E14_A49,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E14,Unspecified diabetes mellitus,3011,61.71,A49,Bacterial infection of unspecified site,75,94.39
None,I20_I25_E14_D64,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E14,Unspecified diabetes mellitus,3011,61.71,D64,Other anaemias,266,92.15
None,I20_I25_E14_E86,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E14,Unspecified diabetes mellitus,3011,61.71,E86,Volume depletion,197,90.95
None,I20_I25_E14_E87,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E14,Unspecified diabetes mellitus,3011,61.71,E87,"Other disorders of fluid, electrolyte and acid-base balance",137,90.44
None,I20_I25_E14_F03,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E14,Unspecified diabetes mellitus,3011,61.71,F03,Unspecified dementia,84,97.88
None,I20_I25_E14_I46,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E14,Unspecified diabetes mellitus,3011,61.71,I46,Cardiac arrest,83,90.92
None,I20_I25_E14_J96,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E14,Unspecified diabetes mellitus,3011,61.71,J96,"Respiratory failure, not elsewhere classified",181,87.79
None,I20_I25_E14_L89,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E14,Unspecified diabetes mellitus,3011,61.71,L89,Decubitus ulcer,75,90.56
None,I20_I25_E14_N18,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E14,Unspecified diabetes mellitus,3011,61.71,N18,Chronic renal failure,229,92.1
None,I20_I25_E14_N19,66.35,I20,Angina pectoris,I25,Chronic ischaemic heart disease,107505,15.96,E14,Unspecified diabetes mellitus,3011,61.71,N19,Unspecified renal failure,151,90.71
